店铺id,城市,类型,店名,点评,人均,口味,环境,服务
3488,上海,本帮江浙菜,漫湘时尚餐厅(台北风情街店),87,67,7.9,9,8.7
3489,上海,本帮江浙菜,农家乐,665,80,7.9,7.6,7.5
3490,上海,本帮江浙菜,阅香美地-悦食阅香,383,170,7.5,8.6,8
3491,上海,西北菜,西安美食,8,15,7,7,7
3492,上海,西北菜,西安印象,11,17,6.7,7,6.8
3494,上海,西北菜,陕风秦味,17,19,6.9,6.8,6.9
3495,上海,台湾菜,市长快炒100,659,79,9,8.2,8.7
3497,上海,台湾菜,千秋膳房(日月光店)分店,6475,58,7.7,7.2,7.4
3498,上海,台湾菜,一茶一坐台湾特色茶餐厅(紫荆广...,2521,77,7.8,8.3,7.7
3499,上海,台湾菜,屏东万峦猪脚(紫藤路店),585,43,8.2,7.4,8.1
3500,上海,台湾菜,太麻里台湾私房牛肉面馆(嘉实广...,38,19,7,7.2,7.1
3502,上海,新疆菜,新疆火焰山餐厅,295,80,8.7,8,8.6
3503,上海,新疆菜,艾提巴扎新疆餐厅,317,60,7.8,7.8,8.1
3504,上海,新疆菜,域香一品,127,73,7.1,7.7,7
3505,上海,新疆菜,乐乐新疆风味餐厅,150,35,7.3,6.7,7
3506,上海,烧烤,老炉家木炭烤肉(第六区折扣店),164,76,9,9,9.2
3507,上海,烧烤,Bigger80's瓜哥海鲜烤吧(亲水花...,1492,117,8.7,9,8.6
3508,上海,烧烤,友谊家旋转烧烤,382,86,9,9,8.9
3509,上海,烧烤,白帽子八村烧烤海鲜(真元阁店),79,50,8.3,7.1,7.9
3510,上海,烧烤,澜海音乐烧烤餐厅(浦三路店)分店,1273,97,7.7,8.7,8.1
3511,上海,火锅,左庭右院鲜牛肉火锅(特力时尚汇...分店,4837,127,9.1,9,9
3512,上海,烧烤,鲔吞日本料理(曹路宝龙广场店),93,147,7.2,7.8,7.6
3513,上海,火锅,周渝食惦酸菜鱼(松江新城店)分店,1575,82,9.1,9,8.8
3514,上海,火锅,鼎尊锅物料理分店,1224,105,9.1,8.9,9.1
3516,上海,小龙虾,阿虎龙虾(南码头店),726,175,8.5,7.4,7.7
3517,上海,小龙虾,红盔甲(胶州路店)分店,6151,188,8.5,8.3,8.5
3518,上海,小龙虾,杠开辣子秘制龙虾,149,107,9.1,8.6,8.8
3519,上海,小龙虾,龙虾范儿,104,35,8.4,8.1,8.3
3520,上海,小龙虾,蒋氏龙虾(原蜀歌串舞串串香),386,102,7.9,7.6,7.9
3521,上海,小龙虾,倪氏龙虾,24,108,7.6,7.6,7.6
3522,上海,咖啡厅,edm cafe分店,78,42,8.4,8.5,8.9
3523,上海,咖啡厅,falan家居咖啡馆,207,52,8.5,9.2,9
3524,上海,咖啡厅,NAPOLEON CAFE 拿破仑(正大广场...,139,29,8.6,8.5,9
3525,上海,咖啡厅,小小花园,6959,96,7.2,8.1,7.7
3526,上海,咖啡厅,_赫咖啡(唐镇店)分店,511,83,8.5,9,8.5
3527,上海,咖啡厅,CuiquCoffee奎克咖啡(189弄购物...,259,47,8,8.6,8.5
3528,上海,咖啡厅,麦隆咖啡MellowerCoffee(弘基时...分店,298,57,8.3,8.9,8.6
3529,上海,咖啡厅,Maancoffee漫咖啡(证大喜玛拉雅...,967,51,7.8,8.4,7.7
3530,上海,日本菜,日葵 大阪烧(仙霞路店)分店,1416,106,8.8,8.3,8.1
3531,上海,日本菜,大馥 · 炭火烧肉屋(梅川路店)分店,1429,150,8.9,8.5,8.7
3532,上海,日本菜,一竹烧肉酒场,263,211,8.9,8.7,9.1
3533,上海,日本菜,牛吞炭火烧肉,168,137,8.8,8.8,9
3534,上海,日本菜,池户寿司,574,61,8.6,8.4,8.5
3535,上海,日本菜,柒味怀石料理,108,478,8.8,7.9,8.8
3536,上海,自助餐,金狮蓝蒂海鲜自助餐厅,1533,104,7.7,8.1,7.6
3537,上海,自助餐,平佑自助火锅,167,42,7,6.7,7
3538,上海,小吃快餐,卤人甲,135,24,8.2,7.8,8.3
3539,上海,小吃快餐,三宝粥铺(南京东路店)分店,21180,45,7.8,7.2,7.4
3540,上海,小吃快餐,心___分店,1163,49,7.8,7.8,7.4
3541,上海,小吃快餐,我是主饺(威宁路店)分店,341,32,7.9,8,7.8
3542,上海,小吃快餐,小杨生煎(上海火车站北广场)分店,827,23,8,7.8,7.9
3543,上海,小吃快餐,天天见面,23,20,8.3,8.2,8.4
3544,上海,小吃快餐,舅家崇明原生态食府(七宝店)分店,134,116,7.9,7.9,7.8
3545,上海,小吃快餐,小杨生煎(虹口月亮湾店),47,24,7.6,7.9,7.8
3546,上海,小吃快餐,小杨生煎(七宝万科),143,22,7.9,8.1,7.9
3547,上海,云南菜,南蛮子(进贤路店),335,116,7.1,6.6,7
3549,上海,云南菜,_南·云彩泥-勐巴拉娜西(百联世...分店,1611,99,8.2,8.2,8.2
3550,上海,小吃快餐,上海富春小笼(上海来福士广场店)分店,239,32,7.4,7.1,7
3551,上海,面包甜点,凡町个性化蛋糕&甜品桌定制分店,293,1324,9,9,9.1
3552,上海,面包甜点,卯时法式甜品Cinq Heure Du Mati...,157,68,9,8.9,9.1
3553,上海,面包甜点,Regiustea天御皇茶(怡丰城店)分店,341,18,8.3,8.4,8.6
3554,上海,面包甜点,LONG鲜烤吐司分店,425,43,8.5,8.3,8.4
3555,上海,面包甜点,团圆小点,73,40,9,9.1,9
3556,上海,面包甜点,Godiva(新天地)分店,1453,75,8.4,8.4,7.9
3557,上海,面包甜点,50岚(百脑汇店)分店,1231,13,8.2,8.2,8.5
3558,上海,面包甜点,ANTOINE BAKERY分店,471,43,7.5,8,7.6
3559,上海,面包甜点,多乐之日(汇阳广场店)分店,1038,42,8.7,8.8,8.3
3560,上海,面包甜点,红宝石(长海路店)分店,1034,31,8.5,8.2,7.9
3561,上海,面包甜点,1点点(中原店)分店,231,15,7.9,7.6,7.7
3562,上海,面包甜点,珍得巧克力剧院,602,155,8.3,8.6,8.3
3563,上海,西餐,VANILLA(洛克外滩源店),320,280,8.5,9.2,8.9
3564,上海,西餐,Charles Kitchen分店,1417,257,8.8,8.8,9.1
3565,上海,西餐,阿根廷庄园OBELISCO,973,258,8.4,9.1,8.8
3566,上海,西餐,馆子House198,2811,113,8.3,8.9,8.6
3567,上海,西餐,PizzaMarzano玛尚诺(上海商城店)分店,2878,132,8.5,8.6,8.4
3568,上海,西餐,TRUCKSTOPGRILL公路餐厅(瑞虹天...,377,125,8,9,8.4
3569,上海,西餐,Bistro Burger,1461,101,8.3,8.2,7.9
3570,上海,西餐,皇廷花园酒店咖啡厅,228,167,8.1,9.2,9
3571,上海,西餐,SILEX,119,355,8.3,9.2,9
3572,上海,其他,耶里夏丽(百联真光路店)分店,8113,88,9,9,9
3573,上海,其他,Ellen’s西餐酒吧(怒江路店)分店,409,67,8.3,8.4,8.2
3574,上海,其他,SaladMando沙拉满都(飞马旅店),521,43,8.7,8.9,8.9
3575,上海,其他,MANGOSIX(自贸区-加枫路店)分店,140,56,8.1,8.5,8.3
3576,上海,其他,鼓浪屿的风Amoy Restaurant,1298,29,7.6,7.3,7.7
3577,上海,其他,上海为民商行清真饭店,135,20,8.5,6.7,7
3578,上海,面馆,王嫂面馆,273,29,7.4,7.5,7.3
3579,上海,面馆,一觉博多豚骨拉面(PLUS乐坊店),157,48,7.6,7.7,7.9
3580,上海,面馆,天池拉面,161,18,7.4,6.3,6.9
3581,上海,面馆,蔡师傅面馆,66,12,7.3,6.6,6.8
3582,上海,韩国料理,喜来稀肉(百联徐汇商业广场店)分店,697,100,8.7,8.4,8.4
3583,上海,韩国料理,古宫炭(大华第一坊店)分店,2000,108,8.7,8.6,8.7
3584,上海,韩国料理,统营阿姨(古北店)分店,91,103,8.3,8.1,8.3
3585,上海,韩国料理,鱼星,123,206,7.8,8.1,7.9
3586,上海,韩国料理,乐伯部队锅&火炉猪蹄(七宝万科广...,301,70,6.8,7,6.9
3587,上海,韩国料理,福豚家韩国料理(九亭店),65,77,8.2,8.3,8.3
3588,上海,韩国料理,长腿叔叔韩国年糕专门店,2732,50,8.5,8.2,8.3
3589,上海,东南亚菜,泰小伙曼谷夜市火锅(金桥国际广...,2170,126,8.9,8.8,9
3590,上海,东南亚菜,Andaman安达曼(虹桥天地店)分店,1457,105,8.5,8.4,8.5
3591,上海,东南亚菜,Bumbu｜奔步印尼餐厅(555商厦南...,846,97,8.3,8.3,9
3592,上海,东南亚菜,华越楼-越南餐厅(绿地缤纷城店)分店,132,88,7.5,7.6,7.8
3594,绍兴,湘菜,湘会楼(鲁迅西路店),27,49,7.1,7,6.9
3596,绍兴,小龙虾,大树龙虾馆,25,98,7,6.6,6.8
3598,绍兴,川菜,老屋川菜(新昌店),29,72,7.2,7.3,7.3
3599,绍兴,川菜,黑皮酸菜鱼,1,33,7.1,6.8,6.6
3600,绍兴,川菜,炉鱼(绍兴汇金广场店),391,69,8.5,9,8.6
3617,绍兴,粤菜,好味觉&彩虹站(世茂百盛店),37,38,6.9,7,6.9
3618,绍兴,江浙菜,郑文琪龙虾盖浇饭(世贸店),53,29,7.4,7.4,7.5
3619,绍兴,江浙菜,和平饭店,7,44,7.4,7.4,7.4
3621,绍兴,火锅,313羊庄(绍兴店),18,50,8.4,8.5,8.5
3622,绍兴,江浙菜,酸菜鱼馆,2,19,6.9,6.9,6.9
3623,绍兴,火锅,魔法帽牛肉和酱料火锅(大唐大润...,1,50,7,7,6.9
3624,绍兴,火锅,巴食火锅(笛扬路店),39,54,7.7,7.6,7.6
3625,绍兴,火锅,古炉火锅-老成都(柯桥店),87,102,7.8,8.6,8.4
3628,绍兴,火锅,海派牛鼎记,12,88,7.6,7.6,7.7
3633,绍兴,创意菜,鼎鼎,17,91,7.3,7.3,7.3
3636,绍兴,西餐,西嘉士,2,40,7,7,7
3639,绍兴,面包甜点,CoCo都可(绍兴银泰城店),55,10,7.9,7.8,7.9
3641,绍兴,面包甜点,漫时光·私房蛋糕,69,23,7.8,7.9,7.9
3643,绍兴,面包甜点,鱼姐姐私房蛋糕,32,18,7.5,7.4,7.4
3644,绍兴,面包甜点,DQ(汇金店)分店,14,27,7.2,7.2,7.2
3645,绍兴,面包甜点,麦香城食品,160,7,7.7,7.8,8.1
3646,绍兴,面包甜点,DQ(雄风新天地店),23,24,7.1,7.4,7.3
3649,绍兴,面包甜点,资溪面包(江东店)分店,12,18,7.4,7.4,7.4
3650,绍兴,其他,易烤易锅海鲜·烤肉·火锅自助,109,56,7.6,7.8,7.9
3651,绍兴,其他,帕米尔餐厅,36,92,7.5,7.5,7.6
3659,绍兴,小吃面食,阿嬷泡芙(绍兴店),60,12,7.4,7.4,7.5
3660,绍兴,小吃面食,兄妹煲仔饭(永兴店)分店,4,15,7.1,7.1,7.1
3664,绍兴,快餐简餐,绝味鸭脖(华汇广场西店)分店,560,20,8.7,8.6,8.6
3666,绍兴,快餐简餐,咭味哆(沥海店),16,16,7.2,7.2,7.2
3668,绍兴,快餐简餐,咭味哆(斗门店),18,16,7.5,7.6,7.6
3671,深圳,私房菜,荷香记川式私房菜,4,55,7,6.8,6.8
3681,深圳,农家菜,如意农家菜,8,100,7.3,7.2,7.2
3687,深圳,台湾菜,成记小厨(大芬店),32,59,6.9,7,7
3689,深圳,小龙虾,辣家私厨(华强北店)分店,417,157,8.3,8.2,8.6
3691,深圳,小龙虾,兄弟龙虾馆,43,78,7.3,7,7.3
3692,深圳,小龙虾,麻辣鲜虾,1,55,7,7,7
3693,深圳,小龙虾,贪吃一品小龙虾,1,30,7,6.9,7
3700,深圳,粤菜,潮梅里卤鹅,62,63,8.5,8.2,8.3
3701,深圳,粤菜,新仙清汤腩(太古城店)分店,489,96,8.3,8.8,8.2
3702,深圳,粤菜,渔记餐厅广告,2321,83,8,8.3,8.4
3704,深圳,粤菜,坝光_蟹(福田店),297,89,7.4,8,8.2
3705,深圳,粤菜,东临金厨,460,102,7.6,7.6,7.5
3706,深圳,粤菜,皇潮食府,264,118,7.2,7.4,7.3
3707,深圳,茶餐厅,品正品茶餐厅(三联路店)分店,163,55,6.7,6.9,6.7
3709,深圳,茶餐厅,吃道@2047港式餐厅(丹桂路店),32,45,7.3,7.6,7.7
3711,深圳,茶餐厅,好江南茶餐厅,5,44,6.8,6.8,6.8
3713,深圳,江浙菜,小龙虾大闸蟹,3,60,6.7,6.7,7
3714,深圳,江浙菜,茶语餐厅(沙井京基百纳广场店),1725,51,7.8,8.4,8
3721,深圳,东北菜,哈尔滨东北菜,9,35,7.2,7.2,7
3723,深圳,东北菜,金手勺东北菜馆,72,56,7.2,7.2,7.3
3724,深圳,东北菜,鸡煲王,2,37,7.3,7.2,7.3
3725,深圳,东北菜,东北铁锅炖,5,69,7.3,7.3,7.3
3726,深圳,东北菜,天鹅饺子馆,27,54,7.2,7.2,7.1
3730,深圳,粥粉面,红荔村肠粉(卓越时代广场店)分店,239,19,7.5,7.4,7.4
3735,深圳,粥粉面,四方面庄(常兴二店)分店,33,20,7.1,6.9,6.9
3736,深圳,粥粉面,包粥稻(车公庙店),14,13,6.3,7.2,6.9
3738,深圳,新疆菜,巴依的小羊歌舞餐厅(九方购物中...,788,91,6.9,7.8,7.3
3739,深圳,粥粉面,阿香婆桂林米粉,26,21,7.2,7.2,7.2
3740,深圳,川菜,姚姚爱鱼YaooaY(中心城店)分店,4473,79,7.9,8.2,7.5
3741,深圳,川菜,炉鱼(卓悦汇店),2087,69,7.5,8.1,7.9
3742,深圳,川菜,让鸭脑壳飞(西乡店),143,66,8,7.6,7.9
3743,深圳,川菜,麻辣派对(益田假日广场店)分店,1616,79,7.7,7.7,7.6
3744,深圳,川菜,探炉烤鱼(莱蒙店)分店,884,70,8.5,8.7,8
3746,深圳,川菜,辣宴(民治大润发店)分店,3260,63,8.2,8.2,8.1
3747,深圳,川菜,贡鱼烤全鱼,13,40,7.4,7.5,7.7
3748,深圳,川菜,食尚烤鱼(民治店)分店,43,62,7.2,6.8,7.1
3749,深圳,川菜,黄记煌三汁焖锅(横岗店),578,82,7.7,7.4,7.6
3751,深圳,川菜,蜀香苑川菜馆(松仔园店),5,35,7.3,7.3,7.3
3752,深圳,川菜,探炉-炭火烤鱼(新港城店)分店,5,78,7.5,7.5,7.5
3753,深圳,湘菜,味人民服务分店,1137,65,8.3,8.3,8.2
3754,深圳,湘菜,湖南人家湘语楼,291,82,7.4,7.4,7.2
3755,深圳,湘菜,天下湘军(前进一路店)分店,5,53,7.7,7.7,7.7
3756,深圳,湘菜,农家冲(车公庙店)分店,193,45,7.3,7.1,6.8
3757,深圳,湘菜,湖南米粉,28,34,7.1,6.7,7
3759,深圳,湘菜,富源北方饺子馆(水贝店),15,36,7,7,7.2
3760,深圳,海鲜,Fresh领鲜海鲜自助餐厅,42,97,7.1,7.4,7.4
3761,深圳,海鲜,中海捞海鲜自助火锅,132,75,6.9,6.9,6.8
3762,深圳,海鲜,好家乡海鲜餐厅(大梅沙店),281,87,7.2,6.9,7
3763,深圳,海鲜,潮兴海鲜美食府(龙岗店),34,56,7.2,6.9,7.2
3764,深圳,海鲜,冠菌海鲜肥牛自助火锅(平湖店),253,56,7.1,7.1,7
3765,深圳,海鲜,龙达挪威三文鱼(罗湖乐园店),131,77,7.1,6.8,6.9
3766,深圳,海鲜,码头海鲜烧烤,67,38,7.3,7.2,7.3
3768,深圳,咖啡厅,羊故事(华侨城店)分店,578,103,8.2,8,7.7
3769,深圳,咖啡厅,羊故事(东滨店)分店,262,121,7.9,8.3,7.4
3771,深圳,咖啡厅,君悦酒店-大堂吧分店,59,104,7.2,8.3,7.6
3772,深圳,咖啡厅,十＝十,13,42,7.1,7,7.1
3773,深圳,咖啡厅,星巴克(前进天虹店)分店,22,32,7.4,7.4,7.4
3774,深圳,咖啡厅,大象咖啡,206,47,6.7,6.9,6.7
3775,深圳,咖啡厅,High Tea蜜语,4,16,7.4,7.4,7.4
3776,深圳,小吃快餐,普宁第一家肠粉,245,16,8,5.8,7
3777,深圳,小吃快餐,五谷渔粉(蛇口店),78,12,7.5,7.2,7.3
3778,深圳,小吃快餐,东方宫中国兰州牛肉拉面(海雅缤...,153,28,7.7,7.8,7.3
3779,深圳,小吃快餐,蒙自源过桥米线(布吉老街店),790,20,7.6,7.8,7.6
3780,深圳,小吃快餐,真功夫(君逸世家店)分店,470,27,7.4,7.4,7.2
3781,深圳,小吃快餐,美实粥粉店广州手工竹升面,114,13,7.2,6.7,7.1
3782,深圳,小吃快餐,麦当劳(莲塘店)分店,65,22,7,7,6.9
3783,深圳,东南亚菜,PappaRich金爸爸,292,85,7.5,8.6,7.9
3784,深圳,东南亚菜,泰子妃东南亚特色餐厅(喜荟城店)分店,439,102,7.8,8.3,7.9
3785,深圳,东南亚菜,小印度尼泊尔餐厅(购物公园店)分店,917,82,7.6,7.6,7.9
3786,深圳,小吃快餐,真功夫(福华路店)分店,466,30,7.3,7.5,7.2
3787,深圳,小吃快餐,真功夫(桃源村三期店)分店,429,24,7.3,7.3,7.3
3788,深圳,自助餐,旺客海鲜肥牛自助火锅,21,53,7.1,7.2,6.9
3789,深圳,自助餐,熊大大自助火锅,52,53,6.9,6.9,6.9
3790,深圳,自助餐,冠菌海鲜肥牛自助火锅(玉律店),11,85,7,7.1,7
3794,深圳,烧烤,鸟剑居酒屋(南山店)分店,101,212,7.7,8.3,7.5
3795,深圳,烧烤,风雅炭火烧肉,104,231,7.8,8,7.5
3798,深圳,火锅,热辣壹号(皇庭广场店),328,96,7.3,7.9,8.3
3799,深圳,火锅,同仁四季音乐主题餐厅(海岸城保...分店,590,101,7.8,8.1,7
3800,深圳,烧烤,福记牛扒烤肉火锅,13,45,6.9,7,7.2
3801,深圳,火锅,大龙_火锅(南山创业店)分店,159,118,7.7,8.2,7.8
3802,深圳,火锅,六顺牛肉店(白石洲店),47,59,8.5,7.4,8.1
3803,深圳,火锅,幸运牛（汕头）小黄牛火锅(新洲...,32,82,7.8,7.7,7.6
3804,深圳,其他,赣芸轩(华润万象城店),1206,93,7.8,8.1,7.9
3805,深圳,其他,艺术食堂,113,100,8.1,8.7,7.6
3806,深圳,其他,J·House(福中一路店),155,62,6.7,7.8,7.1
3807,深圳,其他,亚壹西餐厅(龙华店),21,40,6.8,6.9,6.6
3808,深圳,其他,黄记煌三汁焖锅(莲塘店),604,89,7.4,7.3,7.3
3812,深圳,其他,襄阳牛杂面(金桥店),97,13,7.3,6.7,7.2
3813,深圳,其他,柴火饭庄,52,54,7.2,7,6.9
3815,深圳,其他,清远佬生态农家菜馆(人民北路),10,40,7,7,7
3816,深圳,日本料理,堂小锅(KKMALL店)分店,2320,118,8.2,8.8,8.4
3817,深圳,日本料理,荞上人活_日本料理,840,223,8.2,8.5,8.1
3818,深圳,日本料理,面匠_味道·日式拉面(海岸城店),720,52,7.3,8,8.2
3819,深圳,日本料理,大桥日本料理(科兴科学园店),645,284,7.2,8.3,7.3
3820,深圳,日本料理,稻轩日本料理(KKMALL京基店),338,290,6.8,7.8,7
3822,深圳,日本料理,一极鲜挪威三文鱼,48,56,7.6,7.4,7.6
3825,深圳,韩国料理,韩密达韩国炸鸡&啤酒.部队火锅,248,53,7,7.1,7.2
3826,深圳,韩国料理,韩国思蜜达炸鸡啤酒(龙华店)分店,22,29,7.5,7.7,7.7
3827,深圳,韩国料理,韩尚苑(坂田乐汇城店),19,22,6.5,6.6,6.9
3828,深圳,韩国料理,大同江,89,53,7.2,6.8,7.2
3829,深圳,韩国料理,麒麟韩式料理,28,56,6.7,6.9,6.8
3830,深圳,韩国料理,合味肆,11,11,7.4,6.9,7.3
3834,深圳,西餐,必胜客宅急送(景田店)分店,152,53,7,6.8,7.1
3835,深圳,西餐,KiwiHouse,36,57,7.4,8,7.7
3836,深圳,西餐,乐凯撒·榴莲比萨(深国投广场店)分店,403,69,8.4,7.8,7.5
3837,深圳,西餐,大拇指牛扒馆,884,81,7.3,7.5,7.5
3838,深圳,西餐,环中线音乐主题清吧,9,58,7.2,7.5,7.5
3839,深圳,面包甜点,幸福西饼生日蛋糕(前海店)分店,917,45,7.7,7.8,7.6
3841,深圳,面包甜点,1__(双龙老街店),25,15,8.1,7.3,7.9
3842,深圳,面包甜点,813芭依珊 Baesan(皇冠十_地店)分店,163,38,7.3,7.9,7.5
3843,深圳,面包甜点,可颂坊(科技园店)分店,207,27,7.8,7.7,7.5
3844,深圳,面包甜点,清和堂,89,49,7.3,7.4,7.4
3845,深圳,面包甜点,HEY YO喜乳酪(金光华广场店)分店,318,35,7.7,7.6,7.6
3846,深圳,面包甜点,贡茶(深圳北站店),666,16,7.8,8.1,8
3847,深圳,面包甜点,许留山(深圳曼哈店)分店,2434,36,7.2,7,7
3848,沈阳,私房菜,V家小厨,6,15,7.5,7.6,7.3
3850,深圳,面包甜点,台盖(深国投广场店),40,19,7.3,7.1,7.1
3853,沈阳,家常菜,缘聚园家常菜,1,22,6.9,6.9,6.9
3863,沈阳,东北菜,好妈王饺子酒楼(滂江街店),508,53,7.7,7,6.8
3864,沈阳,东北菜,勺园饭店(富民南街店)分店,201,100,7.9,7.7,7.6
3866,沈阳,东北菜,和颂饭_,41,130,7.5,7.6,7.4
3868,沈阳,东北菜,老好吃春饼(万泉店),161,26,8.1,7.8,8
3869,沈阳,东北菜,小锅饭(辉山店),12,35,7.4,7.3,7.3
3871,沈阳,东北菜,煎饼卷大葱,12,57,7.6,7.4,7.5
3872,沈阳,北京菜,大鸭梨(星摩尔店),3069,83,8.3,8.6,7.8
3873,沈阳,北京菜,聚福楼烤鸭坊,55,72,7.3,7.2,7.2
3874,沈阳,川菜,卷福和他的朋友们(沈阳店),408,112,8.7,9.1,9
3875,沈阳,东北菜,绿豆角烀饼店,39,37,7.1,7,6.9
3876,沈阳,川菜,川渝食府,20,58,7.4,7.5,7.4
3877,沈阳,川菜,川菜水煮鱼,5,30,7.6,7.5,7.6
3878,沈阳,川菜,蒙都干锅牛肉,14,37,7.1,7.1,7.1
3879,沈阳,川菜,川辽人家,3,30,7,7,7
3881,沈阳,粤菜,小鹅皇港式餐厅,1275,71,8.4,9.1,8.7
3882,沈阳,粉面馆,惜日北面,19,23,7.3,7.3,7.1
3883,沈阳,粉面馆,香溪阁过桥米线,164,16,8,8.1,8
3887,沈阳,粉面馆,杨记面馆,44,30,7,7,7
3894,沈阳,烧烤,新罗食代木炭烤肉分店,904,69,9.1,9.1,8.9
3895,沈阳,烧烤,韩都·黑牛的店(万象汇店)分店,2096,124,8.8,9,8.5
3896,沈阳,烧烤,韩国N2U熨斗烤肉(中街店),123,74,7.8,8.5,8.8
3897,沈阳,烧烤,巴蜀烤鱼(太原街万达店)分店,252,92,7.3,7.3,7.3
3898,沈阳,烧烤,斗牛家烧烤(首府店),18,67,7.5,7.6,7.7
3899,沈阳,烧烤,韩嘴水煎肉分店,72,64,8.1,7.7,8.5
3905,沈阳,火锅,老灶台全季火锅(太原街店),287,65,8.2,8.2,8.2
3906,沈阳,火锅,羊羊羊老北京铜火锅,28,50,7.9,7.9,7.5
3908,沈阳,火锅,朋友的火锅店(苏家屯店),5,50,7.7,7.7,7.7
3909,沈阳,火锅,巴适串串香,105,68,7.8,7.7,7.8
3910,沈阳,火锅,那些年云南生态菌类火锅店,4,78,7.4,7.9,7.6
3911,沈阳,火锅,巴鼎红重庆老火锅,98,57,7.6,7.4,7.6
3912,沈阳,海鲜,大联渔港,366,251,7.8,8,7.5
3913,沈阳,海鲜,水手海鲜菜馆,162,63,6.9,7,6.8
3915,沈阳,海鲜,韩乐道海鲜烤肉店,65,57,7.8,7.8,7.8
3916,沈阳,海鲜,虾蛙传奇,7,50,7.6,7.6,7.6
3918,沈阳,火锅,彤德莱火锅(淘乐新天地店)分店,155,49,7.8,7.7,7.6
3919,沈阳,海鲜,天天海鲜人家,83,138,6.7,6.7,6.4
3920,沈阳,海鲜,金岸海鲜饺子,50,79,6.7,6.6,6.6
3921,沈阳,海鲜,奇遇烹鱼小馆,466,68,8.9,8.6,8.7
3922,沈阳,海鲜,689炸鸡海鲜码面(西塔店)分店,1015,77,8.6,9,8.8
3927,沈阳,咖啡厅,快乐咖啡,13,59,7.6,7.5,7.6
3929,沈阳,咖啡厅,瑞咖啡,198,33,7.7,7.9,7.7
3930,沈阳,咖啡厅,遇咖啡馆,72,36,7.5,7.6,7.7
3931,沈阳,咖啡厅,缤果咖啡简餐,3,46,7,7,7
3932,沈阳,咖啡厅,你的故事主题咖啡馆,27,36,7.4,7.4,7.5
3934,沈阳,日本料理,藤崎寿司(合作街店),11,28,7.4,7.4,7.3
3935,沈阳,日本料理,味千拉面(兴隆大都汇店),64,46,6.9,7.1,7
3936,沈阳,日本料理,派食鲜精致寿司,14,35,7.7,7.7,7.8
3937,沈阳,日本料理,丰元永和豆腐坊(宁山东路店)分店,17,10,7.4,7.4,7.4
3941,沈阳,日本料理,钱宝儿创意寿司(大东店),10,28,7.3,7.2,7.3
3944,沈阳,朝韩料理,金家烤鳗鱼分店,764,150,9.2,6.8,8.5
3946,沈阳,朝韩料理,尹社长石锅拌饭(中兴新一城店),137,39,7.1,8.3,7.2
3947,沈阳,朝韩料理,三星冷面店,222,46,7.5,7.3,7.3
3948,沈阳,朝韩料理,玛喜达韩国年糕料理(太原街中兴...,809,33,8.3,8.5,8.4
3949,沈阳,朝韩料理,小木屋米酒店,125,75,8.8,8.5,8.8
3950,沈阳,朝韩料理,阿里郎海鲜酒店,178,91,7.7,7.7,7.2
3952,沈阳,朝韩料理,三千里烤肉馆(崇山西路店)分店,149,45,6.8,6.8,6.8
3953,沈阳,西餐,合社HERE CAFE,452,68,8.3,8.8,8.3
3954,沈阳,西餐,豪客来牛排(沈阳中街店)分店,1282,55,8.3,8.7,8.6
3955,沈阳,西餐,萨不住闸披萨(云峰店),64,30,8.7,8.9,9
3956,沈阳,西餐,酷公社·榴莲披萨(兴隆大家庭中...分店,2357,64,9.2,9.1,9.1
3958,沈阳,西餐,欧罗巴欧式休闲餐厅(铁百店)分店,476,57,8.2,8.6,8.4
3959,沈阳,西餐,犀客披萨,87,40,8.7,9,9
3960,沈阳,西餐,沙拉有态度(创客基地店)分店,45,24,7.7,7.7,7.7
3962,沈阳,西餐,番茄_汉堡(怀远门店),28,17,7.4,7.4,7.5
3963,沈阳,自助餐,韩都自助烤肉(南塔鞋城店)分店,2967,62,8.6,9,8.8
3966,沈阳,面包甜点,Lè Living乐姿生活(大悦城店)分店,162,41,8.7,8.4,8
3968,沈阳,面包甜点,蓝帕提烘焙,195,34,7.5,8.1,7.8
3969,沈阳,面包甜点,碰碰凉GELATO POPLAND冰淇淋店(...分店,189,33,8.5,8.8,8.6
3970,沈阳,面包甜点,PANPANRUN,29,83,8.3,8.3,8.4
3971,沈阳,面包甜点,面包新语,35,23,7.4,7.4,7.2
3972,沈阳,面包甜点,鲜果时间(奥体万达店),35,12,7.6,7.5,7.5
3975,沈阳,其他,圣群素食,13,31,7.1,7.2,7.3
3976,沈阳,湘菜,蜀味香,13,72,7.5,7.4,7.5
3977,沈阳,小吃快餐,吉野家(乐购店)分店,710,29,7.3,7.3,7.3
3979,沈阳,小吃快餐,马家烧麦(三台子店),85,41,8.1,8.1,7.9
3980,沈阳,小吃快餐,吉野家(中街店)分店,768,25,7.3,7.2,7
3981,沈阳,小吃快餐,妈妈米线(北一路万达店)分店,283,30,8.8,9,9
3982,沈阳,小吃快餐,肯德基(龙之梦店)分店,4062,20,8.5,8.5,8.1
3983,沈阳,小吃快餐,笑子包子(文化路店),303,15,7.7,7.5,7.3
3984,沈阳,小吃快餐,顶好快餐(文萃路分店)分店,376,21,6.9,6.6,6.6
3985,沈阳,小吃快餐,百膳粥宴-潮汕砂锅粥,3,35,6.9,7.1,6.9
3986,石家庄,农家菜,神农庄园酒店,62,65,7.4,7.7,7.2
